Ticker,Holding name,% of market value,Sector,Region,Market value,Shares,yticker
AZN,AstraZeneca PLC,0.291%,Health Care,GB,"US$151,395,723.92","817,668",AZN
WFC,Wells Fargo & Co,0.291%,Financials,US,"US$151,381,966.35","1,763,331",WFC
ROG,Roche Holding AG,0.2783%,Health Care,CH,"US$144,759,577.56","378,122",ROG
CAT,Caterpillar Inc,0.2776%,Industrials,US,"US$144,404,638.32","250,807",CAT
MRK,Merck & Co Inc,0.2764%,Health Care,US,"US$143,769,837.31","1,371,457",MRK
MU,Micron Technology Inc,0.2759%,Technology,US,"US$143,547,143.68","607,016",MU
NESN,Nestle SA,0.2638%,Consumer Staples,CH,"US$137,226,671.40","1,380,260",NESN.SW
SAP,SAP SE,0.2603%,Technology,DE,"US$135,426,976.09","559,540",SAP
HSBA,HSBC Holdings PLC,0.2575%,Financials,GB,"US$133,948,997.83","9,446,233",HSBA.L
PM,Philip Morris International Inc,0.2562%,Consumer Staples,US,"US$133,279,103.52","846,324",PM
GS,Goldman Sachs Group Inc/The,0.2557%,Financials,US,"US$133,035,394.08","161,052",GS
NOVN,Novartis AG,0.2525%,Health Care,CH,"US$131,331,991.08","1,009,313",NOVN.SW
RTX,RTX Corp,0.2452%,Industrials,US,"US$127,540,873.80","729,180",RTX
TMO,Thermo Fisher Scientific Inc,0.2332%,Health Care,US,"US$121,330,485.48","205,356",TMO
MCD,McDonald's Corp,0.2328%,Consumer Discretionary,US,"US$121,114,318.02","388,411",MCD
ABT,Abbott Laboratories,0.232%,Health Care,US,"US$120,692,163.60","936,324",ABT
SHEL,Shell PLC,0.2306%,Energy,GB,"US$119,968,692.78","3,252,826",SHEL
RY,Royal Bank of Canada,0.2248%,Financials,CA,"US$116,962,741.18","754,381",RY
CRM,Salesforce Inc,0.2247%,Technology,US,"US$116,893,923.76","507,044",CRM
BRK/A,Berkshire Hathaway Inc,0.2235%,Financials,US,"US$116,285,100.00",151,BRK-B
7203,Toyota Motor Corp,0.2221%,Consumer Discretionary,JP,"US$115,564,835.82","5,756,110",7203.T
AMAT,Applied Materials Inc,0.2144%,Technology,US,"US$111,517,202.50","442,090",AMAT
ISRG,Intuitive Surgical Inc,0.214%,Health Care,US,"US$111,304,439.28","194,086",ISRG
PEP,PepsiCo Inc,0.2116%,Consumer Staples,US,"US$110,080,242.90","740,085",PEP
LRCX,Lam Research Corp,0.2103%,Technology,US,"US$109,420,272.00","701,412",LRCX
AXP,American Express Co,0.2091%,Industrials,US,"US$108,782,885.05","297,815",AXP
000660,SK hynix Inc,0.2044%,Technology,KR,"US$106,316,417.91","295,008",000660.KS
SIE,Siemens AG,0.2039%,Industrials,DE,"US$106,068,858.90","400,330",SHL.DE
MS,Morgan Stanley,0.2022%,Financials,US,"US$105,181,395.64","619,954",MS
LIN,Linde PLC,0.2015%,Basic Materials,US,"US$104,804,344.72","255,421",LIN
C,Citigroup Inc,0.1987%,Financials,US,"US$103,384,822.80","997,923",C
DIS,Walt Disney Co/The,0.1966%,Consumer Discretionary,US,"US$102,289,188.75","979,125",DIS
AMGN,Amgen Inc,0.1954%,Health Care,US,"US$101,639,168.44","294,214",AMGN
MC,LVMH Moet Hennessy Louis Vuitton SE,0.1949%,Consumer Discretionary,FR,"US$101,383,756.93","137,464",MC
QCOM,QUALCOMM Inc,0.1916%,Technology,US,"US$99,703,423.95","593,155",QCOM
T,AT&T Inc,0.1908%,Telecommunications,US,"US$99,265,337.26","3,814,963",T
SHOP,Shopify Inc,0.1893%,Technology,CA,"US$98,470,755.68","614,968",SHOP
INTC,Intel Corp,0.186%,Technology,US,"US$96,769,183.68","2,385,828",INTC
NEE,NextEra Energy Inc,0.1852%,Utilities,US,"US$96,343,475.32","1,116,508",NEE
6758,Sony Group Corp,0.1851%,Consumer Discretionary,JP,"US$96,305,142.58","3,284,900",6758.T
UBER,Uber Technologies Inc,0.1851%,Consumer Discretionary,US,"US$96,277,017.24","1,099,806",UBER
VZ,Verizon Communications Inc,0.1817%,Telecommunications,US,"US$94,511,067.80","2,298,980",VZ
8306,Mitsubishi UFJ Financial Group Inc,0.1807%,Financials,JP,"US$94,001,671.26","6,052,800",83069.HK
INTU,Intuit Inc,0.1801%,Technology,US,"US$93,701,806.08","147,776",INTU
APH,Amphenol Corp,0.178%,Technology,US,"US$92,580,881.20","657,068",APH
TJX,TJX Cos Inc/The,0.1768%,Consumer Discretionary,US,"US$91,957,479.84","605,302",TJX
NOW,ServiceNow Inc,0.1755%,Technology,US,"US$91,275,075.91","112,351",NOW
CBA,Commonwealth Bank of Australia,0.1739%,Financials,AU,"US$90,474,017.57","904,595",CBAT
ALV,Allianz SE,0.1733%,Financials,DE,"US$90,163,646.88","208,677",ALV
GEV,GE Vernova Inc,0.1712%,Industrials,US,"US$89,045,452.82","148,466",GEV
BKNG,Booking Holdings Inc,0.1674%,Consumer Discretionary,US,"US$87,098,136.18","17,722",BKNG
SAN,Banco Santander SA,0.1661%,Financials,ES,"US$86,427,048.14","8,056,991",SAN
BLK,BlackRock Funding Inc/DE,0.1656%,Financials,US,"US$86,155,087.20","82,264",BLK
SCHW,Charles Schwab Corp/The,0.1651%,Financials,US,"US$85,875,398.40","926,080",SCHW
GILD,Gilead Sciences Inc,0.1639%,Health Care,US,"US$85,252,573.12","677,468",GILD
ACN,Accenture PLC,0.1634%,Industrials,US,"US$85,000,000.00","340,000",ACN
NOVOB,Novo Nordisk A/S,0.1631%,Health Care,DK,"US$84,843,002.10","1,722,420",NOVOBN.MX
KLAC,KLA Corp,0.1624%,Technology,US,"US$84,503,362.83","71,889",KLAC
TXN,Texas Instruments Inc,0.1616%,Technology,US,"US$84,052,547.70","499,510",TXN
SPGI,S&P Global Inc,0.1598%,Financials,US,"US$83,116,551.09","166,623",SPGI
BSX,Boston Scientific Corp,0.1552%,Health Care,US,"US$80,717,093.28","794,616",BSX
TD,Toronto-Dominion Bank/The,0.1546%,Financials,CA,"US$80,447,602.38","953,234",TD
SU,Schneider Electric SE,0.1534%,Industrials,FR,"US$79,783,509.01","297,603",SU
PFE,Pfizer Inc,0.1525%,Health Care,US,"US$79,335,750.78","3,082,197",PFE
ULVR,Unilever PLC,0.1507%,Consumer Staples,GB,"US$78,418,088.44","1,302,453",ULVR.L
DHR,Danaher Corp,0.1505%,Health Care,US,"US$78,309,855.36","345,312",DHR
IBE,Iberdrola SA,0.1496%,Utilities,ES,"US$77,846,137.25","3,688,586",IBE.MC
APP,AppLovin Corp,0.1485%,Technology,US,"US$77,262,780.84","128,883",APP
6501,Hitachi Ltd,0.1475%,Industrials,JP,"US$76,734,190.32","2,410,300",6501.T
WELL,Welltower Inc,0.1462%,Real Estate,US,"US$76,061,308.46","365,293",WELL
UNP,Union Pacific Corp,0.1452%,Industrials,US,"US$75,516,072.37","325,739",UNP
AIR,Airbus SE,0.1449%,Industrials,FR,"US$75,364,532.40","317,626",AIR
COF,Capital One Financial Corp,0.1443%,Industrials,US,"US$75,064,335.50","342,650",COF
BA,Boeing Co/The,0.1431%,Industrials,US,"US$74,430,468.00","393,812",BA
LOW,Lowe's Cos Inc,0.1424%,Consumer Discretionary,US,"US$74,075,215.20","305,490",LOW
ADBE,Adobe Inc,0.1421%,Technology,US,"US$73,924,739.73","230,921",ADBE
ETN,Eaton Corp PLC,0.1415%,Industrials,US,"US$73,597,782.42","212,778",ETN
ANET,Arista Networks Inc,0.1414%,Telecommunications,US,"US$73,560,294.72","562,904",ANET
MDT,Medtronic PLC,0.141%,Health Care,US,"US$73,326,427.47","696,159",MDT
BHP,BHP Group Ltd,0.1391%,Basic Materials,AU,"US$72,371,809.68","2,648,345",BHP
PGR,Progressive Corp/The,0.1388%,Financials,US,"US$72,182,558.63","315,497",PGR
ADI,Analog Devices Inc,0.1374%,Technology,US,"US$71,507,272.62","269,493",ADI
HDFCB,HDFC Bank Ltd,0.1352%,Financials,IN,"US$70,332,028.90","6,243,573",HDFCBANK.NS
SYK,Stryker Corp,0.1334%,Health Care,US,"US$69,421,053.04","187,028",SYK
PANW,Palo Alto Networks Inc,0.1305%,Technology,US,"US$67,862,340.38","356,926",PANW
CRWD,Crowdstrike Holdings Inc,0.1299%,Technology,US,"US$67,557,385.44","132,684",CRWD
BBVA,Banco Bilbao Vizcaya Argentaria SA,0.129%,Financials,ES,"US$67,113,154.35","3,114,934",BBVA
HON,Honeywell International Inc,0.1289%,Industrials,US,"US$67,048,748.73","348,867",HON
TTE,TotalEnergies SE,0.128%,Energy,FR,"US$66,608,424.54","1,010,455",TTE
UBSG,UBS Group AG,0.1276%,Financials,CH,"US$66,381,100.17","1,718,269",UBSG.SW
RELIANCE,Reliance Industries Ltd,0.126%,Energy,IN,"US$65,523,331.28","3,739,010",RS
RR/,Rolls-Royce Holdings PLC,0.1253%,Industrials,GB,"US$65,178,146.02","4,605,904",RRP.BO
PLD,Prologis Inc,0.1244%,Real Estate,US,"US$64,715,497.65","503,505",PLD
SAF,Safran SA,0.1239%,Industrials,FR,"US$64,428,536.24","191,235",MSA
BATS,British American Tobacco PLC,0.1231%,Consumer Staples,GB,"US$64,014,134.41","1,092,797",BATS.L
UCG,UniCredit SpA,0.1212%,Financials,IT,"US$63,050,214.61","847,681",UCG.MI
DE,Deere & Co,0.1193%,Industrials,US,"US$62,040,535.83","133,567",DE
ABBN,ABB Ltd,0.1186%,Industrials,CH,"US$61,715,148.44","858,527",ABBNY
CEG,Constellation Energy Corp,0.1183%,Utilities,US,"US$61,562,994.32","168,962",CEG
8316,Sumitomo Mitsui Financial Group Inc,0.1176%,Financials,JP,"US$61,171,843.64","2,031,900",8316.HK
COP,ConocoPhillips,0.1175%,Energy,US,"US$61,132,864.03","689,287",COP
CFR,Cie Financiere Richemont SA,0.117%,Consumer Discretionary,CH,"US$60,860,696.06","286,953",CFR
MCK,McKesson Corp,0.1167%,Consumer Staples,US,"US$60,715,335.84","68,907",MCK
1299,AIA Group Ltd,0.1161%,Financials,HK,"US$60,396,167.28","5,834,000",1299.HK
VRTX,Vertex Pharmaceuticals Inc,0.1156%,Health Care,US,"US$60,157,316.96","138,736",VRTX
CB,Chubb Ltd,0.1143%,Financials,US,"US$59,439,179.48","200,686",CB
PH,Parker-Hannifin Corp,0.1133%,Industrials,US,"US$58,960,099.10","68,423",PH
BX,Blackstone Inc,0.1119%,Financials,US,"US$58,205,610.50","397,525",BX
DTE,Deutsche Telekom AG,0.1117%,Telecommunications,DE,"US$58,129,312.78","1,804,313",DTE
SAN,Sanofi SA,0.1116%,Health Care,FR,"US$58,059,409.14","583,343",SAN
ENB,Enbridge Inc,0.1104%,Energy,CA,"US$57,416,528.40","1,178,294",ENB
9984,SoftBank Group Corp,0.109%,Telecommunications,JP,"US$56,712,271.71","526,000",9984.T
939,China Construction Bank Corp,0.1078%,Financials,HK,"US$56,081,652.02","53,443,000",9399.T
EL,EssilorLuxottica SA,0.1074%,Health Care,FR,"US$55,844,771.33","155,877",EL
ADP,Automatic Data Processing Inc,0.1073%,Industrials,US,"US$55,802,708.10","218,577",ADP
CME,CME Group Inc,0.1065%,Financials,US,"US$55,407,652.68","196,858",CME
SO,Southern Co/The,0.1053%,Utilities,US,"US$54,766,309.20","601,035",SO
CVS,CVS Health Corp,0.105%,Consumer Staples,US,"US$54,639,335.52","679,932",CVS
NEM,Newmont Corp,0.1049%,Basic Materials,US,"US$54,578,722.23","601,551",NEM
ISP,Intesa Sanpaolo SpA,0.1049%,Financials,IT,"US$54,551,327.91","8,414,737",ISPA.DE
BMY,Bristol-Myers Squibb Co,0.1048%,Health Care,US,"US$54,498,544.80","1,107,694",BMY
MO,Altria Group Inc,0.1046%,Consumer Staples,US,"US$54,429,702.81","922,381",MO
BN,Brookfield Corp,0.104%,Financials,CA,"US$54,122,011.26","1,143,510",BN
CMCSA,Comcast Corp,0.104%,Telecommunications,US,"US$54,076,181.96","2,026,084",CMCSA
SBUX,Starbucks Corp,0.1032%,Consumer Discretionary,US,"US$53,660,718.21","616,011",SBUX
ZURN,Zurich Insurance Group AG,0.1031%,Financials,CH,"US$53,609,620.03","74,577",ZWS
MELI,MercadoLibre Inc,0.1016%,Consumer Discretionary,US,"US$52,828,318.22","25,499",MELI
BP/,BP PLC,0.101%,Energy,GB,"US$52,551,754.43","8,732,211",BP
6857,Advantest Corp,0.1008%,Technology,JP,"US$52,462,624.16","397,900",6857.T
LMT,Lockheed Martin Corp,0.1002%,Industrials,US,"US$52,120,035.24","113,834",LMT
TMUS,T-Mobile US Inc,0.0993%,Telecommunications,US,"US$51,644,489.91","247,091",TMUS
HOOD,Robinhood Markets Inc,0.0991%,Financials,US,"US$51,572,545.26","401,374",HOOD
GSK,GSK PLC,0.099%,Health Care,GB,"US$51,520,809.73","2,171,057",GSK
DUK,Duke Energy Corp,0.0989%,Utilities,US,"US$51,448,113.70","415,105",DUK
8035,Tokyo Electron Ltd,0.0987%,Technology,JP,"US$51,350,733.74","251,990",8035.T
TT,Trane Technologies PLC,0.0981%,Industrials,US,"US$51,007,509.60","121,020",TT
SPOT,Spotify Technology SA,0.096%,Consumer Discretionary,US,"US$49,923,599.81","83,363",SPOT
1810,Xiaomi Corp,0.0958%,Telecommunications,HK,"US$49,845,074.50","9,460,600",1810.HK
MMM,3M Co,0.0957%,Industrials,US,"US$49,795,743.30","289,426",MMM
BMO,Bank of Montreal,0.0949%,Financials,CA,"US$49,389,114.64","389,186",BMO
PDD,PDD Holdings Inc,0.0935%,Technology,US,"US$48,665,263.12","419,239",PDD
MMC,Marsh & McLennan Cos Inc,0.0932%,Financials,US,"US$48,475,378.35","264,243",MMCAS.IS
HCA,HCA Healthcare Inc,0.0929%,Health Care,US,"US$48,335,329.26","95,094",HCA
GD,General Dynamics Corp,0.0922%,Industrials,US,"US$47,968,268.30","140,410",GD
2317,Hon Hai Precision Industry Co Ltd,0.0922%,Technology,TW,"US$47,941,573.03","6,672,489",2317.TW
ICE,Intercontinental Exchange Inc,0.0918%,Financials,US,"US$47,769,650.50","303,685",ICE
AEM,Agnico Eagle Mines Ltd,0.0914%,Basic Materials,CA,"US$47,535,771.02","271,821",AEM
ORLY,O'Reilly Automotive Inc,0.0902%,Consumer Discretionary,US,"US$46,908,209.70","461,241",ORLY
8411,Mizuho Financial Group Inc,0.0897%,Financials,JP,"US$46,678,149.05","1,330,920",8411.HK
BNS,Bank of Nova Scotia/The,0.0895%,Financials,CA,"US$46,539,405.53","669,262",BNS
BNP,BNP Paribas SA,0.0894%,Financials,FR,"US$46,504,826.83","543,783",BNP.PA
ENR,Siemens Energy AG,0.0892%,Energy,DE,"US$46,412,889.95","346,853",ENR
CDNS,Cadence Design Systems Inc,0.0889%,Technology,US,"US$46,234,022.08","148,262",CDNS
AMT,American Tower Corp,0.0886%,Real Estate,US,"US$46,082,278.13","254,219",AMT
7974,Nintendo Co Ltd,0.088%,Consumer Discretionary,JP,"US$45,792,810.00","538,100",7974.T
WBC,Westpac Banking Corp,0.0877%,Financials,AU,"US$45,639,798.93","1,851,399",WBC.JO
KKR,KKR & Co Inc,0.0864%,Financials,US,"US$44,952,716.61","367,531",KKR
HWM,Howmet Aerospace Inc,0.0862%,Industrials,US,"US$44,863,722.74","219,286",HWM
REGN,Regeneron Pharmaceuticals Inc,0.0857%,Health Care,US,"US$44,594,880.21","57,159",REGN
MUV2,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,0.0856%,Financials,DE,"US$44,525,196.34","70,525",MUV2.DE
RMS,Hermes International SCA,0.0855%,Consumer Discretionary,FR,"US$44,465,892.23","18,245",RMS.PA
ICICIBC,ICICI Bank Ltd,0.0854%,Financials,IN,"US$44,447,965.83","2,862,730",ICICIBANK.NS
CRH,CRH PLC,0.0853%,Industrials,US,"US$44,390,838.12","370,047",CRH
DBS,DBS Group Holdings Ltd,0.0847%,Financials,SG,"US$44,078,956.11","1,053,300",D05.SI
WM,Waste Management Inc,0.0845%,Utilities,US,"US$43,971,612.75","201,825",WM
CM,Canadian Imperial Bank of Commerce,0.0844%,Financials,CA,"US$43,920,736.40","506,726",CM
BARC,Barclays PLC,0.0844%,Financials,GB,"US$43,916,897.89","7,703,621",BARC.L
NAB,National Australia Bank Ltd,0.0842%,Financials,AU,"US$43,816,918.53","1,666,196",NBR
7011,Mitsubishi Heavy Industries Ltd,0.0838%,Industrials,JP,"US$43,592,787.57","1,723,500",7011.T
BK,Bank of New York Mellon Corp/The,0.0838%,Financials,US,"US$43,595,241.60","388,896",BK
PRX,Prosus NV,0.0837%,Technology,NL,"US$43,541,603.53","691,450",PRX.AS
SHW,Sherwin-Williams Co/The,0.0835%,Industrials,US,"US$43,431,761.61","126,369",SHW
SNOW,Snowflake Inc,0.082%,Technology,US,"US$42,661,305.72","169,803",SNOW
RHM,Rheinmetall AG,0.0819%,Industrials,DE,"US$42,600,908.14","24,794",RHM.DE
8058,Mitsubishi Corp,0.0815%,Industrials,JP,"US$42,390,924.70","1,786,900",8058.T
8001,ITOCHU Corp,0.0813%,Industrials,JP,"US$42,304,440.88","705,300",8001.T
LLOY,Lloyds Banking Group PLC,0.081%,Financials,GB,"US$42,160,728.30","33,096,961",LLOY.L
SNPS,Synopsys Inc,0.0809%,Technology,US,"US$42,111,163.42","100,742",SNPS
ENEL,Enel SpA,0.0806%,Utilities,IT,"US$41,906,864.00","4,053,602",ENEL.MI
INGA,ING Groep NV,0.0804%,Financials,NL,"US$41,824,510.30","1,612,462",HII
ELV,Elevance Health Inc,0.0802%,Health Care,US,"US$41,714,899.72","123,322",ELV
RIO,Rio Tinto PLC,0.0802%,Basic Materials,GB,"US$41,702,552.97","580,480",RIO
NOC,Northrop Grumman Corp,0.0802%,Industrials,US,"US$41,701,574.25","72,873",NOC
MRVL,Marvell Technology Inc,0.0801%,Technology,US,"US$41,642,877.60","465,804",MRVL
CS,AXA SA,0.0799%,Financials,FR,"US$41,570,014.46","920,803",CSCO
MCO,Moody's Corp,0.0796%,Financials,US,"US$41,423,795.12","84,404",MCO
TDG,TransDigm Group Inc,0.0796%,Industrials,US,"US$41,407,655.31","30,443",TDG
MDLZ,Mondelez International Inc,0.0794%,Consumer Staples,US,"US$41,297,263.80","717,340",MDLZ
USB,US Bancorp,0.0792%,Financials,US,"US$41,189,001.75","839,735",USB
NKE,NIKE Inc,0.0788%,Consumer Discretionary,US,"US$41,013,487.07","634,589",NKE
JCI,Johnson Controls International plc,0.0784%,Industrials,US,"US$40,781,310.06","350,626",JCI
EMR,Emerson Electric Co,0.078%,Industrials,US,"US$40,570,194.60","304,170",EMR
AON,Aon PLC,0.0777%,Financials,US,"US$40,428,281.60","114,230",AON
REL,RELX PLC,0.0775%,Technology,GB,"US$40,314,243.47","1,003,822",RS
PNC,PNC Financial Services Group Inc/The,0.0774%,Financials,US,"US$40,276,821.76","211,183",PNC
EQIX,Equinix Inc,0.0772%,Real Estate,US,"US$40,164,229.27","53,317",EQIX
NG/,National Grid PLC,0.077%,Utilities,GB,"US$40,056,549.95","2,636,839",GBPNGN=X
WMB,Williams Cos Inc/The,0.0761%,Energy,US,"US$39,613,395.78","650,146",WMB
CI,Cigna Group/The,0.0761%,Health Care,US,"US$39,577,283.52","142,734",CI
ABX,Barrick Mining Corp,0.076%,Basic Materials,CA,"US$39,536,704.24","943,285",ABX
UPS,United Parcel Service Inc,0.0751%,Industrials,US,"US$39,044,674.53","407,607",UPS
6098,Recruit Holdings Co Ltd,0.0743%,Industrials,JP,"US$38,649,356.19","753,339",6098.T
DASH,DoorDash Inc,0.0742%,Technology,US,"US$38,583,163.37","194,501",DASH
CNQ,Canadian Natural Resources Ltd,0.074%,Energy,CA,"US$38,504,688.00","1,135,070",CNQ
3690,Meituan,0.0739%,Technology,HK,"US$38,462,027.01","2,921,463",3690.HK
ITW,Illinois Tool Works Inc,0.0737%,Industrials,US,"US$38,344,249.60","153,820",ITW
DG,Vinci SA,0.0731%,Industrials,FR,"US$38,005,080.61","267,873",DG
GM,General Motors Co,0.0728%,Consumer Discretionary,US,"US$37,892,649.12","515,406",GM
TEL,TE Connectivity PLC,0.0721%,Technology,US,"US$37,521,224.95","165,913",TEL
VRT,Vertiv Holdings Co,0.0721%,Technology,US,"US$37,510,369.92","208,704",VRT
MAR,Marriott International Inc/MD,0.0719%,Consumer Discretionary,US,"US$37,379,750.39","122,641",MAR
CMI,Cummins Inc,0.0713%,Industrials,US,"US$37,119,429.20","74,540",CMI
1398,Industrial & Commercial Bank of China Ltd,0.0712%,Financials,HK,"US$37,048,032.26","44,789,000",1398.HK
COR,Cencora Inc,0.071%,Consumer Staples,US,"US$36,952,397.73","100,161",COR
8031,Mitsui & Co Ltd,0.071%,Industrials,JP,"US$36,941,651.39","1,390,100",8031.T
HLT,Hilton Worldwide Holdings Inc,0.071%,Consumer Discretionary,US,"US$36,931,052.07","129,569",HLT
CP,Canadian Pacific Kansas City Ltd,0.0707%,Industrials,CA,"US$36,796,801.83","506,733",CP
ECL,Ecolab Inc,0.0704%,Basic Materials,US,"US$36,623,520.84","133,099",ECL
PWR,Quanta Services Inc,0.0702%,Industrials,US,"US$36,512,140.08","78,541",PWR
NSC,Norfolk Southern Corp,0.0701%,Industrials,US,"US$36,446,698.11","124,779",NSC
RCL,Royal Caribbean Cruises Ltd,0.07%,Consumer Discretionary,US,"US$36,415,811.25","136,773",RCL
CSX,CSX Corp,0.0698%,Industrials,US,"US$36,326,459.52","1,027,332",CSX
AZO,AutoZone Inc,0.0695%,Consumer Discretionary,US,"US$36,138,621.87","9,139",AZO
ANZ,ANZ Group Holdings Ltd,0.0693%,Financials,AU,"US$36,045,466.12","1,586,724",ANZ.NZ
NWG,NatWest Group PLC,0.0691%,Financials,GB,"US$35,964,509.33","4,293,424",NWG
GLW,Corning Inc,0.0685%,Technology,US,"US$35,619,968.00","423,040",GLW
BA/,BAE Systems PLC,0.0684%,Industrials,GB,"US$35,580,300.15","1,626,965",CADBAM=X
TRV,Travelers Cos Inc/The,0.0682%,Financials,US,"US$35,456,560.20","121,070",TRV
ADSK,Autodesk Inc,0.0681%,Technology,US,"US$35,422,831.84","116,776",ADSK
AEP,American Electric Power Co Inc,0.0679%,Utilities,US,"US$35,339,553.02","285,526",AEP
2454,MediaTek Inc,0.0671%,Technology,TW,"US$34,882,511.71","784,794",2454.TW
388,Hong Kong Exchanges & Clearing Ltd,0.0668%,Financials,HK,"US$34,746,223.80","658,200",3883.KL
CL,Colgate-Palmolive Co,0.0667%,Consumer Staples,US,"US$34,695,761.27","431,593",CL
8766,Tokio Marine Holdings Inc,0.0664%,Financials,JP,"US$34,515,535.41","977,700",8766.T
9983,Fast Retailing Co Ltd,0.0662%,Consumer Discretionary,JP,"US$34,419,480.94","94,000",9983.HK
CTAS,Cintas Corp,0.066%,Industrials,US,"US$34,322,364.18","184,509",CTAS
6861,Keyence Corp,0.0657%,Industrials,JP,"US$34,189,400.83","100,400",6861.TW
DBK,Deutsche Bank AG,0.0657%,Financials,DE,"US$34,183,600.64","962,256",DBK.DE
SRE,Sempra,0.0657%,Utilities,US,"US$34,183,784.96","360,893",SRE
AJG,Arthur J Gallagher & Co,0.0654%,Financials,US,"US$34,047,997.62","137,501",AJG
NET,Cloudflare Inc,0.0646%,Technology,US,"US$33,625,870.13","167,953",NET
MSI,Motorola Solutions Inc,0.0638%,Telecommunications,US,"US$33,180,628.40","89,755",MSI
FCX,Freeport-McMoRan Inc,0.0637%,Basic Materials,US,"US$33,131,992.60","770,870",FCX
TFC,Truist Financial Corp,0.0637%,Financials,US,"US$33,114,556.50","712,141",TFC
MPC,Marathon Petroleum Corp,0.0635%,Energy,US,"US$33,016,435.25","170,425",MPC
INFO,Infosys Ltd,0.0634%,Technology,IN,"US$32,956,878.13","1,889,565",INFO
MFC,Manulife Financial Corp,0.0632%,Financials,CA,"US$32,881,430.24","926,589",MFC
ITX,Industria de Diseno Textil SA,0.0632%,Consumer Discretionary,ES,"US$32,862,351.43","586,864",ITX.MC
FDX,FedEx Corp,0.0631%,Industrials,US,"US$32,821,358.08","119,056",FDX
VST,Vistra Corp,0.0628%,Utilities,US,"US$32,653,933.62","182,567",VST
IDXX,IDEXX Laboratories Inc,0.0627%,Health Care,US,"US$32,631,324.96","43,342",IDXX
WES,Wesfarmers Ltd,0.0627%,Consumer Discretionary,AU,"US$32,635,149.52","607,766",WES
PYPL,PayPal Holdings Inc,0.0626%,Industrials,US,"US$32,558,615.71","519,359",PYPL
EOG,EOG Resources Inc,0.0623%,Energy,US,"US$32,426,504.55","300,663",EOG
SPG,Simon Property Group Inc,0.062%,Real Estate,US,"US$32,259,258.48","173,139",SPG
ABI,Anheuser-Busch InBev SA/NV,0.062%,Consumer Staples,BE,"US$32,242,156.70","523,987",ABI
RBLX,ROBLOX Corp,0.0613%,Consumer Discretionary,US,"US$31,911,454.12","335,804",RBLX
STX,Seagate Technology Holdings PLC,0.0612%,Technology,US,"US$31,809,942.54","114,966",STX
CSL,CSL Ltd,0.0609%,Health Care,AU,"US$31,661,421.72","259,147",CSL
LSEG,London Stock Exchange Group PLC,0.0608%,Financials,GB,"US$31,648,595.56","268,138",LSEG.L
COIN,Coinbase Global Inc,0.0606%,Financials,US,"US$31,528,716.12","115,566",COIN
ZTS,Zoetis Inc,0.0605%,Health Care,US,"US$31,453,192.94","245,383",ZTS
ARGX,Argenx SE,0.0603%,Health Care,BE,"US$31,381,882.39","34,561",ARGX
WDC,Western Digital Corp,0.0602%,Technology,US,"US$31,292,884.69","191,593",WDC
NU,NU Holdings Ltd/Cayman Islands,0.0599%,Financials,US,"US$31,141,925.05","1,790,795",NU
APD,Air Products and Chemicals Inc,0.0598%,Basic Materials,US,"US$31,086,878.20","119,084",APD
4063,Shin-Etsu Chemical Co Ltd,0.0596%,Basic Materials,JP,"US$31,027,776.35","1,029,750",4063.T
WBD,Warner Bros Discovery Inc,0.0595%,Consumer Discretionary,US,"US$30,948,816.00","1,289,534",WBD
ALNY,Alnylam Pharmaceuticals Inc,0.0595%,Health Care,US,"US$30,940,841.10","68,570",ALNY
AI,Air Liquide SA,0.0593%,Basic Materials,FR,"US$30,843,042.19","160,951",AI
TRP,TC Energy Corp,0.0592%,Energy,CA,"US$30,775,274.20","568,242",TRP
SU,Suncor Energy Inc,0.0589%,Energy,CA,"US$30,626,639.65","679,425",SU
2308,Delta Electronics Inc,0.0587%,Industrials,TW,"US$30,519,206.37","1,027,731",2308.TW
6503,Mitsubishi Electric Corp,0.0585%,Industrials,JP,"US$30,455,393.78","1,125,400",6503.T
ROST,Ross Stores Inc,0.0585%,Consumer Discretionary,US,"US$30,430,918.00","172,550",ROST
PSX,Phillips 66,0.0583%,Energy,US,"US$30,305,824.00","221,275",PSX
NDA,Nordea Bank Abp,0.0582%,Financials,FI,"US$30,283,148.45","1,712,191",NDAQ
ALL,Allstate Corp/The,0.0581%,Financials,US,"US$30,244,437.88","142,006",ALL
BDX,Becton Dickinson & Co,0.0579%,Health Care,US,"US$30,128,977.76","155,288",BDX
BN,Danone SA,0.0576%,Consumer Staples,FR,"US$29,953,008.15","335,186",BN
D,Dominion Energy Inc,0.0573%,Utilities,US,"US$29,805,141.87","474,831",D
APO,Apollo Global Management Inc,0.0573%,Financials,US,"US$29,792,957.85","225,961",APO
VLO,Valero Energy Corp,0.057%,Energy,US,"US$29,641,414.68","167,693",VLO
AFL,Aflac Inc,0.0568%,Financials,US,"US$29,537,598.39","267,769",AFL
IFX,Infineon Technologies AG,0.0567%,Technology,DE,"US$29,518,078.51","700,098",IFX.DE
SLB,SLB Ltd,0.0567%,Energy,US,"US$29,473,955.76","813,299",SLB
PCAR,PACCAR Inc,0.0564%,Industrials,US,"US$29,347,873.80","278,390",PCAR
RKT,Reckitt Benckiser Group PLC,0.0562%,Consumer Staples,GB,"US$29,255,076.34","377,295",RKT
