Holdings details

Total World Stock ETF (VT)


Equity,as of 11/30/2025

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,6309466,SBI Holdings Inc,8473,0.01%,Investment Banking & Brokerage,JP,---,"$8,575,602.67","406,680"
,B28PFX8,Emirates NBD Bank PJSC,EMIRATES,0.01%,Diversified Banks,AE,---,"$8,572,981.45","1,290,097"
,6193766,China Resources Land Ltd,1109,0.01%,Real Estate Development,HK,---,"$8,561,689.36","2,198,909"
,B1YCHL8,Cia de Saneamento Basico do Estado de Sao Paulo SABESP,SBSP3,0.01%,Water Utilities,BR,---,"$8,548,542.20","323,600"
,2341484,First Horizon Corp,FHN,0.01%,Regional Banks,US,---,"$8,534,617.22","382,033"
,2818461,Acuity Inc,AYI,0.01%,Electrical Components & Equipment,US,---,"$8,533,188.96","23,288"
,B1WY233,Smiths Group PLC,SMIN,0.01%,Industrial Conglomerates,GB,---,"$8,515,767.48","263,052"
,B86S2N0,Ageas SA/NV,AGS,0.01%,Multi-line Insurance,BE,---,"$8,500,057.46","124,410"
,BS4DBX0,Shriram Finance Ltd,SHFL,0.01%,Consumer Finance,IN,---,"$8,491,510.11","888,483"
,B39J2M4,United Utilities Group PLC,UU/,0.01%,Water Utilities,GB,---,"$8,487,637.25","518,279"
,B1JB4K8,Symrise AG,SY1,0.01%,Specialty Chemicals,DE,---,"$8,482,197.47","102,473"
,BMGWW30,Nongfu Spring Co Ltd,9633,0.01%,Soft Drinks & Non-alcoholic Beverages,HK,---,"$8,479,858.99","1,347,000"
,BM8SKZ4,ACWA Power Co,ACWA,0.01%,Independent Power Producers & Energy Traders,SA,---,"$8,444,237.53","165,753"
,5107401,Beiersdorf AG,BEI,0.01%,Personal Care Products,DE,---,"$8,436,619.18","78,454"
,BJ2KSG2,Akzo Nobel NV,AKZA,0.01%,Specialty Chemicals,NL,---,"$8,413,190.42","129,417"
,BZBZVC7,Banco BTG Pactual SA,BPAC11,0.01%,Diversified Capital Markets,BR,---,"$8,408,409.87","833,324"
,BP7RS59,Advanced Drainage Systems Inc,WMS,0.01%,Building Products,US,---,"$8,396,442.76","55,102"
,BMBX7M2,KE HOLDINGS INC - ADR,BEKE,0.01%,Real Estate Services,US,ADR,"$8,396,420.22","487,314"
,BMW5M00,Li Auto Inc,2015,0.01%,Automobile Manufacturers,HK,---,"$8,375,652.77","907,197"
,2609717,Mueller Industries Inc,MLI,0.01%,Industrial Machinery & Supplies & Components,US,---,"$8,371,984.13","76,199"
,6771645,Samsung SDI Co Ltd,006400,0.01%,Electronic Components,KR,---,"$8,369,403.29","40,957"
,6269861,Pan Pacific International Holdings Corp,7532,0.01%,Broadline Retail,JP,---,"$8,366,282.75","1,380,400"
,BG0SCK9,BE Semiconductor Industries NV,BESI,0.01%,Semiconductor Materials & Equipment,NL,---,"$8,365,232.97","55,227"
,2854238,Stantec Inc,STN,0.01%,Construction & Engineering,CA,---,"$8,343,975.81","86,475"
,BSQCB24,State Bank of India,SBIN,0.01%,Diversified Banks,IN,---,"$8,341,281.49","759,968"
,BD0BDJ3,PTT PCL/FOREIGN,PTT/F,0.01%,Integrated Oil & Gas,TH,---,"$8,320,001.21","8,703,080"
,BJ2ZH37,iA Financial Corp Inc,IAG,0.01%,Life & Health Insurance,CA,---,"$8,319,849.24","71,028"
,B033F22,Centrica PLC,CNA,0.01%,Multi-Utilities,GB,---,"$8,304,403.42","3,656,378"
,6346913,LG Chem Ltd,051910,0.01%,Commodity Chemicals,KR,---,"$8,296,233.63","32,556"
,BD4HFR9,HD Hyundai Electric Co Ltd,267260,0.01%,Heavy Electrical Equipment,KR,---,"$8,293,496.65","15,655"
,B60QWJ2,JAMES HARDIE INDUSTRIES-CDI,JHX,0.01%,Construction Materials,AU,CDI,"$8,279,623.22","416,137"
,6984380,Yageo Corp,2327,0.01%,Electronic Components,TW,---,"$8,279,617.08","1,102,096"
,2437071,BioMarin Pharmaceutical Inc,BMRN,0.01%,Biotechnology,US,---,"$8,278,255.23","148,011"
,BF5L3T2,Elanco Animal Health Inc,ELAN,0.01%,Pharmaceuticals,US,---,"$8,271,624.01","355,463"
,2951452,J M Smucker Co/The,SJM,0.01%,Packaged Foods & Meats,US,---,"$8,262,619.98","79,311"
,BRDY9L1,QXO Inc,QXO,0.01%,Trading Companies & Distributors,US,---,"$8,231,535.32","439,484"
,B3Q2FJ4,Stanley Black & Decker Inc,SWK,0.01%,Industrial Machinery & Supplies & Components,US,---,"$8,226,731.04","115,027"
,BNSP8W5,LG Energy Solution Ltd,373220,0.01%,Electrical Components & Equipment,KR,---,"$8,192,016.96","29,439"
,BFPK4S5,Gaming and Leisure Properties Inc,GLPI,0.01%,Other Specialized REITs,US,---,"$8,175,064.59","187,803"
,BRDXKH1,Viking Holdings Ltd,VIK,0.01%,"Hotels, Resorts & Cruise Lines",US,---,"$8,167,795.02","122,309"
,B1FFT76,Impala Platinum Holdings Ltd,IMP,0.01%,Precious Metals & Minerals,ZA,---,"$8,164,436.19","648,737"
,BF2PQ09,Unibail-Rodamco-Westfield,URW,0.01%,Retail REITs,FR,---,"$8,154,937.67","76,774"
,2414580,Hasbro Inc,HAS,0.01%,Leisure Products,US,---,"$8,151,298.40","98,684"
,B033TJ7,Texas Roadhouse Inc,TXRH,0.01%,Restaurants,US,---,"$8,151,052.75","46,511"
,B7FNMQ2,Element Fleet Management Corp,EFN,0.01%,Diversified Support Services,CA,---,"$8,142,502.84","306,127"
,BK6YKG1,Globe Life Inc,GL,0.01%,Life & Health Insurance,US,---,"$8,133,650.10","60,370"
,BMD58W3,Epiroc AB,EPIB,0.01%,Construction Machinery & Heavy Transportation Equipment,SE,---,"$8,122,285.54","421,355"
,2202473,Clean Harbors Inc,CLH,0.01%,Environmental & Facilities Services,US,---,"$8,109,328.16","35,636"
,6713982,Qatar Islamic Bank QPSC,QIBK,0.01%,Diversified Banks,QA,---,"$8,103,366.08","1,268,728"
,4557104,GEA Group AG,G1A,0.01%,Industrial Machinery & Supplies & Components,DE,---,"$8,078,558.40","119,227"
,BZ1GZ06,BAWAG Group AG,BG,0.01%,Diversified Banks,AT,---,"$8,078,522.68","60,328"
,BK1KWG8,Bridgebio Pharma Inc,BBIO,0.01%,Biotechnology,US,---,"$8,077,721.75","112,175"
,B418WK4,Whitecap Resources Inc,WCP,0.01%,Oil & Gas Exploration & Production,CA,---,"$8,067,561.32","966,068"
,BJ01KB6,Ovintiv Inc,OVV,0.01%,Oil & Gas Exploration & Production,US,---,"$8,065,556.48","196,913"
,B02L486,Mowi ASA,MOWI,0.01%,Packaged Foods & Meats,NO,---,"$8,055,934.80","354,646"
,6465874,Galaxy Entertainment Group Ltd,27,0.01%,Casinos & Gaming,HK,---,"$8,047,733.03","1,551,000"
,4169219,Carlsberg AS,CARLB,0.01%,Brewers,DK,---,"$8,022,150.60","64,511"
,BZBYJJ7,JSW Steel Ltd,JSTL,0.01%,Steel,IN,---,"$8,010,880.05","615,412"
,2404871,MKS Inc,MKSI,0.01%,Semiconductor Materials & Equipment,US,---,"$7,990,277.88","51,092"
,2239471,Manhattan Associates Inc,MANH,0.01%,Application Software,US,---,"$7,988,067.95","45,271"
,B28DTJ6,Bureau Veritas SA,BVI,0.01%,Research & Consulting Services,FR,---,"$7,958,035.92","248,735"
,BFX1V56,Dayforce Inc,DAY,0.01%,Human Resource & Employment Services,US,---,"$7,952,442.60","115,086"
,B6463M8,ARC Resources Ltd,ARX,0.01%,Oil & Gas Exploration & Production,CA,---,"$7,952,216.39","445,940"
,BRDVMB3,NEWMONT CORP-CDI,NEM,0.01%,Gold,AU,CDI,"$7,944,132.87","87,061"
,5271782,Endesa SA,ELE,0.01%,Electric Utilities,ES,---,"$7,940,546.51","218,959"
,2398822,INFOSYS LTD-SP ADR,INFY,0.01%,IT Consulting & Other Services,US,ADR,"$7,932,528.88","453,806"
,6251448,Daiwa Securities Group Inc,8601,0.01%,Investment Banking & Brokerage,JP,---,"$7,932,520.42","956,200"
,B1FN8X9,Metso Oyj,METSO,0.01%,Construction Machinery & Heavy Transportation Equipment,FI,---,"$7,928,529.02","479,689"
,B2Q5H56,China Pacific Insurance Group Co Ltd,2601,0.01%,Multi-line Insurance,HK,---,"$7,925,025.71","1,990,400"
,BD59BS7,Madrigal Pharmaceuticals Inc,MDGL,0.01%,Biotechnology,US,---,"$7,912,372.92","13,254"
,6287841,Chunghwa Telecom Co Ltd,2412,0.01%,Integrated Telecommunication Services,TW,---,"$7,910,564.85","1,900,000"
,6054603,Asahi Kasei Corp,3407,0.01%,Commodity Chemicals,JP,---,"$7,908,843.56","946,900"
,2427986,Crown Holdings Inc,CCK,0.01%,"Metal, Glass & Plastic Containers",US,---,"$7,900,456.53","81,591"
,2166320,Camden Property Trust,CPT,0.01%,Multi-Family Residential REITs,US,---,"$7,895,638.66","74,249"
,BPH0Y27,Aegon Ltd,AGN,0.01%,Life & Health Insurance,NL,---,"$7,870,722.92","973,255"
,B5B15Y5,MACOM Technology Solutions Holdings Inc,MTSI,0.01%,Semiconductors,US,---,"$7,857,225.99","44,901"
,BSHZ3Q0,Bio-Techne Corp,TECH,0.01%,Life Sciences Tools & Services,US,---,"$7,856,479.37","121,787"
,2208136,Coeur Mining Inc,CDE,0.01%,Gold,US,---,"$7,843,343.20","454,160"
,6136749,Obic Co Ltd,4684,0.01%,IT Consulting & Other Services,JP,---,"$7,823,968.86","243,200"
,2455761,EastGroup Properties Inc,EGP,0.01%,Industrial REITs,US,---,"$7,822,808.86","43,177"
,2823777,Southern Copper Corp,SCCO,0.01%,Copper,US,---,"$7,821,568.59","58,032.116"
,2797560,Service Corp International/US,SCI,0.01%,Specialized Consumer Services,US,---,"$7,804,712.37","98,259"
,BNLZ3X8,AST SpaceMobile Inc,ASTS,0.01%,Alternative Carriers,US,---,"$7,794,659.00","138,695"
,2086309,Applied Industrial Technologies Inc,AIT,0.01%,Trading Companies & Distributors,US,---,"$7,792,811.38","30,109"
,B1W9D46,Delta Air Lines Inc,DAL,0.01%,Passenger Airlines,US,---,"$7,785,906.50","121,465"
,6410562,Harmony Gold Mining Co Ltd,HAR,0.01%,Gold,ZA,---,"$7,785,570.73","398,304"
,BYQKH33,Grasim Industries Ltd,GRASIM,0.01%,Construction Materials,IN,---,"$7,780,593.27","253,498"
,BZ0V201,Penumbra Inc,PEN,0.01%,Health Care Equipment,US,---,"$7,772,229.87","26,511"
,BTRD974,Embraer SA,EMBJ3,0.01%,Aerospace & Defense,BR,---,"$7,766,308.72","495,700"
,BYYN701,Poste Italiane SpA,PST,0.01%,Diversified Financial Services,IT,---,"$7,756,890.24","324,055"
,B8KH5G7,TMX Group Ltd,X,0.01%,Financial Exchanges & Data,CA,---,"$7,746,867.82","210,866"
,BRJNZ47,AtkinsRealis Group Inc,ATRL,0.01%,Construction & Engineering,CA,---,"$7,744,458.62","123,969"
,B9895B7,Coca-Cola HBC AG,CCH,0.01%,Soft Drinks & Non-alcoholic Beverages,GB,---,"$7,731,968.30","154,118"
,BC9ZHL9,Rexford Industrial Realty Inc,REXR,0.01%,Industrial REITs,US,---,"$7,723,731.42","185,622"
,2945143,Webster Financial Corp,WBS,0.01%,Regional Banks,US,---,"$7,715,875.60","129,461"
,5129074,Fresenius Medical Care AG,FME,0.01%,Health Care Services,DE,---,"$7,714,364.05","161,394"
,BCF5RR9,American Homes 4 Rent,AMH,0.01%,Single-Family Residential REITs,US,---,"$7,709,667.24","240,027"
,6744294,T&D Holdings Inc,8795,0.01%,Life & Health Insurance,JP,---,"$7,703,498.86","354,600"
,BLCF3J9,Essential Utilities Inc,WTRG,0.01%,Water Utilities,US,---,"$7,698,710.99","194,461"
,2329770,FactSet Research Systems Inc,FDS,0.01%,Financial Exchanges & Data,US,---,"$7,681,488.08","27,704"
,BQXZP64,Wayfair Inc,W,0.01%,Homefurnishing Retail,US,---,"$7,670,573.20","69,229"
,2956662,George Weston Ltd,WN,0.01%,Food Retail,CA,---,"$7,662,087.97","111,234"
,6175076,KT&G Corp,033780,0.01%,Tobacco,KR,---,"$7,638,944.64","77,109"
,2048804,Pinnacle West Capital Corp,PNW,0.01%,Electric Utilities,US,---,"$7,633,966.34","84,019"
,6139362,Oil & Natural Gas Corp Ltd,ONGC,0.01%,Integrated Oil & Gas,IN,---,"$7,610,335.21","2,789,442"
,B0ZV104,Grupo Aeroportuario del Pacifico SAB de CV,GAPB,0.01%,Airport Services,MX,---,"$7,592,007.56","318,060"
,BQPCHB2,Permian Resources Corp,PR,0.01%,Oil & Gas Exploration & Production,US,---,"$7,581,776.58","523,242"
,B1YWPP8,Ensign Group Inc/The,ENSG,0.01%,Health Care Facilities,US,---,"$7,581,721.02","40,863"
,BLFJ7Y1,Akeso Inc,9926,0.01%,Biotechnology,HK,---,"$7,581,027.63","477,000"
,BQPG2F3,Jio Financial Services Ltd,JIOFIN,0.01%,Diversified Financial Services,IN,---,"$7,573,670.29","2,205,348"
,0182663,Diploma PLC,DPLM,0.01%,Trading Companies & Distributors,GB,---,"$7,558,109.44","104,347"
,6455819,International Container Terminal Services Inc,ICT,<0.01%,Marine Ports & Services,PH,---,"$7,546,457.62","815,220"
,6250025,Daifuku Co Ltd,6383,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$7,544,069.84","238,500"
,BYYHJL8,AGNC Investment Corp,AGNC,<0.01%,Mortgage REITs,US,---,"$7,540,243.47","718,803"
,6525875,SinoPac Financial Holdings Co Ltd,2890,<0.01%,Diversified Banks,TW,---,"$7,535,435.67","8,767,475"
,B5367T7,Booz Allen Hamilton Holding Corp,BAH,<0.01%,Research & Consulting Services,US,---,"$7,532,515.38","90,253"
,BYZ43T4,Eurobank Ergasias Services and Holdings SA,EUROB,<0.01%,Diversified Banks,GR,---,"$7,531,809.06","1,901,594"
,BYNF418,Alcoa Corp,AA,<0.01%,Aluminum,US,---,"$7,525,429.82","180,293"
,B7D65M0,Globus Medical Inc,GMED,<0.01%,Health Care Equipment,US,---,"$7,525,275.36","82,659"
,BFD2WR8,Antero Resources Corp,AR,<0.01%,Oil & Gas Exploration & Production,US,---,"$7,523,195.73","206,511"
,B1FH8J7,Severn Trent PLC,SVT,<0.01%,Water Utilities,GB,---,"$7,515,362.39","201,485"
,5474008,Bankinter SA,BKT,<0.01%,Diversified Banks,ES,---,"$7,504,525.32","476,036"
,0946580,Weir Group PLC/The,WEIR,<0.01%,Industrial Machinery & Supplies & Components,GB,---,"$7,497,390.67","203,962"
,2659109,Old Republic International Corp,ORI,<0.01%,Property & Casualty Insurance,US,---,"$7,488,391.80","162,438"
,2963811,Wynn Resorts Ltd,WYNN,<0.01%,Casinos & Gaming,US,---,"$7,487,245.80","58,185"
,6772217,Samsung Heavy Industries Co Ltd,010140,<0.01%,Construction Machinery & Heavy Transportation Equipment,KR,---,"$7,485,837.15","446,473"
,2961053,Skyworks Solutions Inc,SWKS,<0.01%,Semiconductors,US,---,"$7,481,236.10","113,438"
,BWFGD63,Tech Mahindra Ltd,TECHM,<0.01%,IT Consulting & Other Services,IN,---,"$7,476,200.78","438,901"
,BMW4CV8,Eicher Motors Ltd,EIM,<0.01%,Motorcycle Manufacturers,IN,---,"$7,461,517.77","94,430"
,2679204,Align Technology Inc,ALGN,<0.01%,Health Care Supplies,US,---,"$7,432,211.86","50,494"
,6043214,Singapore Technologies Engineering Ltd,STE,<0.01%,Aerospace & Defense,SG,---,"$7,425,179.48","1,156,800"
,BQ1L7V3,SPX Technologies Inc,SPXC,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$7,418,234.88","34,497"
,B02J639,Admiral Group PLC,ADM,<0.01%,Property & Casualty Insurance,GB,---,"$7,415,801.37","176,762"
,2085102,Baxter International Inc,BAX,<0.01%,Health Care Equipment,US,---,"$7,412,888.10","395,565"
,B1FW7Q2,Owens Corning,OC,<0.01%,Building Products,US,---,"$7,412,124.20","65,455"
,6916703,Mizrahi Tefahot Bank Ltd,MZTF,<0.01%,Diversified Banks,IL,---,"$7,410,622.70","105,790"
,2632876,Sterling Infrastructure Inc,STRL,<0.01%,Construction & Engineering,US,---,"$7,403,353.62","21,502"
,6218089,Lenovo Group Ltd,992,<0.01%,"Technology Hardware, Storage & Peripherals",HK,---,"$7,358,527.26","5,876,000"
,BNGDN82,Melrose Industries PLC,MRO,<0.01%,Aerospace & Defense,GB,---,"$7,349,591.31","931,755"
,6303866,Singapore Exchange Ltd,SGX,<0.01%,Financial Exchanges & Data,SG,---,"$7,347,972.54","563,510"
,2002479,AES Corp/The,AES,<0.01%,Independent Power Producers & Energy Traders,US,---,"$7,344,690.92","522,382"
,2730082,Regal Rexnord Corp,RRX,<0.01%,Electrical Components & Equipment,US,---,"$7,340,377.20","50,280"
,BMB2291,Max Healthcare Institute Ltd,MAXHEALT,<0.01%,Health Care Facilities,IN,---,"$7,333,656.18","562,829"
,BPR9XV6,NIO Inc,9866,<0.01%,Automobile Manufacturers,HK,---,"$7,331,495.49","1,294,237"
,6420129,CapitaLand Integrated Commercial Trust,CICT,<0.01%,Diversified REITs,SG,---,"$7,325,909.68","4,033,309"
,2721967,Rambus Inc,RMBS,<0.01%,Semiconductors,US,---,"$7,324,675.94","76,642"
,BD9PNF2,ASR Nederland NV,ASRNL,<0.01%,Multi-line Insurance,NL,---,"$7,309,169.12","108,255"
,6897143,Toray Industries Inc,3402,<0.01%,Commodity Chemicals,JP,---,"$7,305,239.56","1,123,100"
,2111955,BorgWarner Inc,BWA,<0.01%,Automotive Parts & Equipment,US,---,"$7,296,947.60","169,460"
,2212870,Comerica Inc,CMA,<0.01%,Diversified Banks,US,---,"$7,293,440.06","90,737"
,2276467,Donaldson Co Inc,DCI,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$7,279,832.30","80,977"
,2289841,Dycom Industries Inc,DY,<0.01%,Construction & Engineering,US,---,"$7,267,476.06","20,102"
,6758455,Ryohin Keikaku Co Ltd,7453,<0.01%,Broadline Retail,JP,---,"$7,244,024.06","365,240"
,2632003,New York Times Co/The,NYT,<0.01%,Publishing,US,---,"$7,242,060.00","112,280"
,B4Q5ZN4,Jazz Pharmaceuticals PLC,JAZZ,<0.01%,Pharmaceuticals,US,---,"$7,234,022.87","40,979"
,B13X013,Eiffage SA,FGR,<0.01%,Construction & Engineering,FR,---,"$7,231,255.92","52,333"
,3127489,Marks & Spencer Group PLC,MKS,<0.01%,Food Retail,GB,---,"$7,217,083.99","1,567,701"
,BMD58R8,Epiroc AB,EPIA,<0.01%,Construction Machinery & Heavy Transportation Equipment,SE,---,"$7,214,192.35","335,871"
,B63DG21,Powszechny Zaklad Ubezpieczen SA,PZU,<0.01%,Multi-line Insurance,PL,---,"$7,197,864.38","417,436"
,BQB8GH3,Nestle India Ltd,NEST,<0.01%,Packaged Foods & Meats,IN,---,"$7,177,739.77","508,610"
,6155250,Samsung Fire & Marine Insurance Co Ltd,000810,<0.01%,Property & Casualty Insurance,KR,---,"$7,169,497.58","21,853"
,B44Z3T8,EPAM Systems Inc,EPAM,<0.01%,IT Consulting & Other Services,US,---,"$7,156,490.00","38,270"
,BNXJZX2,QIAGEN NV,QIA,<0.01%,Life Sciences Tools & Services,DE,---,"$7,153,057.92","149,851"
,BPK3058,Samsara Inc,IOT,<0.01%,Application Software,US,---,"$7,147,928.65","187,955"
,B0744B3,Bunzl PLC,BNZL,<0.01%,Trading Companies & Distributors,GB,---,"$7,142,616.81","249,298"
,BYZQ077,CK Asset Holdings Ltd,1113,<0.01%,Real Estate Development,HK,---,"$7,127,685.08","1,386,250"
,6436557,Hong Kong & China Gas Co Ltd,3,<0.01%,Gas Utilities,HK,---,"$7,122,329.13","7,648,365"
,6888794,KASIKORNBANK PCL-FOREIGN,KBANK/F,<0.01%,Diversified Banks,TH,---,"$7,118,927.51","1,227,635"
,2425258,Wintrust Financial Corp,WTFC,<0.01%,Regional Banks,US,---,"$7,110,833.16","53,058"
,BN7CQS9,Blue Owl Capital Inc,OWL,<0.01%,Asset Management & Custody Banks,US,---,"$7,099,770.00","473,318"
,6412591,ADVANCED INFO SERVICE-FOREIG,ADVANC/F,<0.01%,Wireless Telecommunication Services,TH,---,"$7,098,863.58","742,700"
,5978384,Telia Co AB,TELIA,<0.01%,Integrated Telecommunication Services,SE,---,"$7,096,916.25","1,766,465"
,B12LZW4,Riyad Bank,RIBL,<0.01%,Diversified Banks,SA,---,"$7,078,323.74","1,029,049"
,6484620,Kawasaki Heavy Industries Ltd,7012,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$7,068,399.26","111,600"
,BMD78K7,Oklo Inc,OKLO,<0.01%,Electric Utilities,US,---,"$7,067,786.10","77,345"
,BVDCQB2,SOUTHSTATE BANK CORP,SSB,<0.01%,Regional Banks,US,---,"$7,064,487.24","78,924"
,6292782,Pro Medicus Ltd,PME,<0.01%,Health Care Technology,AU,---,"$7,047,961.33","40,306"
,BP0QDP8,Belimo Holding AG,BEAN,<0.01%,Building Products,CH,---,"$7,041,938.18","7,178"
,BK6QWF0,Helvetia Holding AG,HELN,<0.01%,Multi-line Insurance,CH,---,"$7,034,873.65","27,110"
,BKFB1C6,M&G PLC,MNG,<0.01%,Diversified Financial Services,GB,---,"$7,007,294.18","1,944,770"
,5641567,Carrefour SA,CA,<0.01%,Consumer Staples Merchandise Retail,FR,---,"$6,993,484.69","454,166"
,BNC0DB0,Piraeus Financial Holdings SA,TPEIR,<0.01%,Diversified Banks,GR,---,"$6,987,888.89","851,245"
,6212100,Chroma ATE Inc,2360,<0.01%,Electronic Equipment & Instruments,TW,---,"$6,987,349.61","267,000"
,2418601,Hecla Mining Co,HL,<0.01%,Silver,US,---,"$6,980,686.86","415,023"
,2506658,Lattice Semiconductor Corp,LSCC,<0.01%,Semiconductors,US,---,"$6,977,540.01","99,381"
,2064253,Autoliv Inc,ALV,<0.01%,Automotive Parts & Equipment,US,---,"$6,975,568.80","59,120"
,BMZ1C83,ZTO Express Cayman Inc,2057,<0.01%,Air Freight & Logistics,HK,---,"$6,972,525.91","339,000"
,B011108,Cipla Ltd/India,CIPLA,<0.01%,Pharmaceuticals,IN,---,"$6,966,633.08","406,320"
,6456102,Ibiden Co Ltd,4062,<0.01%,Electronic Components,JP,---,"$6,963,381.80","91,100"
,6519481,Lite-On Technology Corp,2301,<0.01%,"Technology Hardware, Storage & Peripherals",TW,---,"$6,935,625.66","1,365,030"
,2009210,Alexandria Real Estate Equities Inc,ARE,<0.01%,Health Care REITs,US,---,"$6,935,398.41","129,223"
,BMD2L36,FULL TRUCK ALLIANCE -SPN ADR,YMM,<0.01%,Cargo Ground Transportation,US,ADR,"$6,933,578.80","610,888"
,BSTRB82,Kongsberg Gruppen ASA,KOG,<0.01%,Aerospace & Defense,NO,---,"$6,927,934.95","292,405"
,BYQ3PM7,Houlihan Lokey Inc,HLI,<0.01%,Investment Banking & Brokerage,US,---,"$6,927,423.00","39,495"
,B4Z9XF5,Coal India Ltd,COAL,<0.01%,Coal & Consumable Fuels,IN,---,"$6,917,294.80","1,640,713"
,B44XTX8,Pandora A/S,PNDORA,<0.01%,"Apparel, Accessories & Luxury Goods",DK,---,"$6,906,253.29","57,713"
,BN7P9B2,Federal Realty Investment Trust,FRT,<0.01%,Retail REITs,US,---,"$6,900,042.24","69,888"
,BBGVT40,News Corp,NWSA,<0.01%,Publishing,US,---,"$6,893,590.56","268,442"
,BYT16L4,Orsted AS,ORSTED,<0.01%,Renewable Electricity,DK,---,"$6,892,671.99","323,617"
,6580119,First Financial Holding Co Ltd,2892,<0.01%,Diversified Banks,TW,---,"$6,888,582.90","7,826,990"
,BR56KD4,Hindustan Aeronautics Ltd,HNAL,<0.01%,Aerospace & Defense,IN,---,"$6,881,795.68","135,146"
,BPF0FP9,On Holding AG,ONON,<0.01%,Footwear,US,---,"$6,874,713.21","156,279"
,6010702,Aisin Corp,7259,<0.01%,Automotive Parts & Equipment,JP,---,"$6,872,354.30","385,900"
,BMB5YK5,H World Group Ltd,1179,<0.01%,"Hotels, Resorts & Cruise Lines",HK,---,"$6,869,970.20","1,479,570"
,BZ60N32,SBI Life Insurance Co Ltd,SBILIFE,<0.01%,Life & Health Insurance,IN,---,"$6,837,791.02","310,121"
,6136040,Vedanta Ltd,VEDL,<0.01%,Diversified Metals & Mining,IN,---,"$6,833,811.22","1,157,947"
,BD4T6W7,Telkom Indonesia Persero Tbk PT,TLKM,<0.01%,Integrated Telecommunication Services,ID,---,"$6,832,529.52","32,141,940"
,2134532,American Financial Group Inc/OH,AFG,<0.01%,Property & Casualty Insurance,US,---,"$6,821,271.60","49,530"
,BJXSCH4,Evolution AB,EVO,<0.01%,Casinos & Gaming,SE,---,"$6,812,279.82","99,467"
,BH3XG17,Aramark,ARMK,<0.01%,Restaurants,US,---,"$6,809,023.62","183,186"
,BFZYWR2,TENCENT MUSIC ENTERTAINM-ADR,TME,<0.01%,Movies & Entertainment,US,ADR,"$6,803,843.40","368,772"
,B00XSF9,Sino Biopharmaceutical Ltd,1177,<0.01%,Pharmaceuticals,HK,---,"$6,803,623.66","7,484,250"
,5473113,Bank Polska Kasa Opieki SA,PEO,<0.01%,Diversified Banks,PL,---,"$6,799,125.80","123,918"
